직업코드,대분류,중분류,소분류,직무개요,수행직무,임금정보,직업만족도,일자리전망,직업명,직업가치,지식,업무환경,성격,흥미,가치관,업무수행능력,직무기술
K000000912,경영·사무·금융·보험직,전문서비스 관리자,중고등학교 교장 및 교감,"사립 또는 국공립 중학교, 고등학교에서 교육, 행정 및 기타 운영활동을 관리·감독한다.","중고등학교의 교감이 되기 위해서는 중등학교 정교사(1급) 혹은 보건교사(1급) 자격증을 가지고 3년 이상의 교육경력과 일정한 재교육을 받거나 중등학교 정교사(2급) 자격증 또흔 보건교사(2급) 자격증을 가지고 6년 이상의 교육경력과 일정한 재교육을 받거나 교육대학의 교수/부교수로 6년 이상의 교육경력이 있어야 한다.
중고등학교의 교장이 되려면 교감 자격증과 3년 이상의 교육경력과 일정한 재교육을 받거나 학식과 덕망이 높은 사람으로서 대통령령으로 정하는 기준에 해당한다는 인정을 교육부장관으로부터 받아야 한다.
중고등학교의 교사는 많고 교감과 교장의 수는 적어 교감과 교장이 되기 위해서는 상기의 최소 조건을 충족시키는 것은 물론이고 교육경험과 근무평정에서 높은 점수를 받아야 교육관리자가 될 수 있다.","조사년도:2023년, 임금 하위(25%) 7000만원, 평균(50%) 7950만원, 상위(25%) 8025만원",80.8,증가(0%) 현상유지(16%) 감소(83%),중고등학교 교장 및 교감,인적자원 관리(98)/학습전략(96)/행동조정(91)/모니터링(Monitoring)(90)/재정 관리(89),경영 및 행정(92)/인사(86)/사무(80)/역사(76)/상담(72),"의사결정 권한(97)/의사결정 가능성(96)/연설, 발표, 회의하기(94)/결과에 대한 책임(89)/이미지/평판/재정에 미치는 강도(88)",리더십(80)/사회성(76)/책임과 진취성(65)/정직성(65)/타인에 대한 배려(63),사회형(Social)(92)/진취형(Enterprising)(65),고용안정(99)/심신의 안녕(96)/자율(95)/애국(95)/타인에 대한 영향(95),"인사 업무(100)/상사, 동료, 부하직원과 소통(99)/사람들의 업무와 활동을 조직, 편성(98)/목표, 전략 수립(98)/의사 결정, 문제점 해결(98)","인사 업무(100)/협상, 갈등 해결(99)/의사 결정, 문제점 해결(99)/부하 직원들에게 업무 안내, 지시, 동기부여(99)/목표, 전략 수립(99)"
K000000931,경영·사무·금융·보험직,전문서비스 관리자,보건·의료관리자,보건 및 의료서비스를 제공하는 기관 내에서 진단·처치·간호 및 치료 등의 건강관리 서비스를 기획·지휘·조정한다.,"병원이나 보건소 등의 보건 및 의료서비스를 제공하는 기관 내에서 진단, 처치, 간호 및 치료 등의 건강관리 서비스를 기획, 지휘, 조정하는 보건의료관리자가 되려면 의료현장에서 의료인으로 종사하다가 관리자로 승진하는 경우가 있고 또한 병원의 행정업무를 담당하다가 관리 업무를 수행하는 경우가 있다. 고등교육기관에서 경영학 등의 관리와 관련된 전공을 공부하거나 혹은 의약계열에서 공부를 해야 한다.","조사년도:2023년, 임금 하위(25%) 5787만원, 평균(50%) 7000만원, 상위(25%) 8075만원",77.2,증가(26%) 현상유지(50%) 감소(23%),보건·의료관리자,인적자원 관리(99)/조직체계의 분석 및 평가(97)/모니터링(Monitoring)(97)/서비스 지향(97)/범주화(96),의료(96)/인사(92)/경영 및 행정(87)/생물(86)/상담(85),질병 혹은 감염 위험 노출(100)/결과에 대한 책임(98)/건강 및 안전에 대한 책임(97)/이미지/평판/재정에 미치는 영향력(95)/의사결정 가능성(94),리더십(81)/사회성(76)/타인에 대한 배려(73)/협조(70)/책임과 진취성(67),사회형(Social)(96)/진취형(Enterprising)(65),이타(97)/고용안정(95)/자율(95)/경제적 보상(94)/인정(94),"인사 업무(100)/부하 직원들에게 업무 안내, 지시, 동기부여(100)/자원 관리(100)/의사 결정, 문제점 해결(99)/사물, 서비스, 사람의 질 판단(99)","인사 업무(100)/자원 관리(100)/행정, 관리 업무(99)/부하 직원들에게 업무 안내, 지시, 동기부여(99)/상사, 동료, 부하직원과 소통(98)"
K000000969,경영·사무·금융·보험직,전문서비스 관리자,예술·디자인·방송관리자,"신문사, 방송사, 영화사, 연극단체, 도서관, 기록보관소, 박물관, 화랑 등 문화, 예술, 디자인, 영상 관련 분야 기관운영을 기획, 지휘 및 조정한다","방송, 언론, 영상, 광고, 영화, 공연 관련 분야에서 경력을 쌓아 관리자로 승진하거나 스카우트 되는 경우가 많다. 주로 방송제작 분야의 경험이나 경력이 관리자로서의 업무수행에 도움이 된다.","조사년도:2023년, 임금 하위(25%) 5000만원, 평균(50%) 7000만원, 상위(25%) 8500만원",76.7,증가(8%) 현상유지(65%) 감소(25%),예술·디자인·방송관리자,인적자원 관리(98)/모니터링(Monitoring)(97)/창의력(97)/협상(96)/재정 관리(92),예술(98)/인사(84)/경영 및 행정(82)/영업과 마케팅(81)/디자인(80),치열한 경쟁(99)/의사결정 가능성(97)/의사결정 권한(96)/이미지/평판/재정에 미치는 강도(95)/결과에 대한 책임(92),리더십(70)/사회성(66)/혁신(64)/협조(60)/책임과 진취성(59),진취형(Enterprising)(93)/예술형(Artistic)(92),자율(92)/다양성(88)/타인에 대한 영향(81)/인정(80)/성취(79),"업무, 활동에 대한 일정관리(95)/목표, 전략 수립(92)/의사 결정, 문제점 해결(92)/정보 수집(90)/조직 외부인과 소통(90)","업무, 활동에 대한 일정관리(95)/목표, 전략 수립(92)/조직 외부인과 소통(92)/인사 업무(90)/정보 수집(90)"
K000000990,경영·사무·금융·보험직,전문서비스 관리자,대학교 총장 및 대학학장,대학을 대표하여 대외적인 활동을 하며 학내의 전반적인 정책을 결정하고 학내 업무 전반을 총괄 관리한다.,"대학교 총장 및 대학학장을 선출하는 방법은 교수들에 의해 직선제로 선출하는 방법, 복수선출된 후보 중에서 이사회에서 선임하는 방법, 외부에서 영입하는 방법 등이 있다. 대개 해당 학교의 교수로 오랫동안 재직하면서 학식과 덕망, 그리고 행정경험을 쌓은 사람이 선출되는 경우가 많으며, 간혹 정부부처에서 다양한 행정경험을 쌓은 사람이 영입되기도 한다.","조사년도:2023년, 임금 하위(25%) 7800만원, 평균(50%) 9800만원, 상위(25%) 11000만원",81.7,증가(13%) 현상유지(30%) 감소(56%),대학교 총장 및 대학학장,인적자원 관리(100)/재정 관리(98)/시간 관리(97)/읽고 이해하기(95)/학습전략(94),경영 및 행정(94)/인사(93)/철학과 신학(92)/사무(90)/역사(89),"의사결정 가능성(97)/연설, 발표, 회의하기(91)/이미지/평판/재정에 미치는 영향력(90)/의사결정 권한(90)/앉아서 근무(90)",리더십(86)/혁신(78)/성취/노력(76)/사회성(73)/인내(69),사회형(Social)(99)/진취형(Enterprising)(94),타인에 대한 영향(98)/인정(97)/애국(95)/경제적 보상(95)/성취(95),"인사 업무(100)/사람들에게 조언, 상담(98)/부하 직원들에게 업무 안내, 지시, 동기부여(98)/상사, 동료, 부하직원과 소통(97)/사람들을 훈련, 교육(95)","인사 업무(100)/부하 직원들에게 업무 안내, 지시, 동기부여(99)/상사, 동료, 부하직원과 소통(98)/목표, 전략 수립(98)/협상, 갈등 해결(98)"
K000001032,경영·사무·금융·보험직,전문서비스 관리자,정보통신관리자,"정보통신 또는 전산 부서의 종사자들을 지휘·감독하고 경영주 또는 기술진의 특정한 정보 요구사항을 검토하여 프로젝트의 성격을 규정하고, 새로운 프로그램 검증과 운영체제를 도입하기 위하여 컴퓨터 운영 계획 및 전산장비의 구입에 관한 사항을 협의하고 조정한다.","정보통신관련관리자는 해당 분야 대학졸업 이상의 학력과 실무자로서의 충분한 업무 경력이 있어야 한다. 정보통신관련관리자의 경우, 대부분 대졸 이상으로 전기/전자, 컴퓨터/통신, 경영/경제, 사회과학 전공자이다. 이들은 대부분 사원으로 입사하여 경험과 기술을 습득하고 승진을 통해 관리자가 되며, 승진기간은 기업체 또는 개인능력에 따라 다양하지만 사원으로 입사하여 부장으로 승진하는 데 통상 20여 년이 소요된다. 요즘은 연공서열보다는 능력중심의 인사제도로 바뀌고 있어 30대 이사가 등장하기도 한다.","조사년도:2023년, 임금 하위(25%) 8550만원, 평균(50%) 10000만원, 상위(25%) 12000만원",76.2,증가(41%) 현상유지(24%) 감소(35%),정보통신관리자,전산(100)/조직체계의 분석 및 평가(100)/시간 관리(97)/설치(96)/고장의 발견.수리(93),컴퓨터와 전자공학(92)/통신(89)/경영 및 행정(84)/인사(80)/법(79),결과에 대한 책임(99)/재택근무(98)/의사결정 권한(96)/다른 사람들을 조율하거나 이끌기(96)/자동화 정도(94),리더십(85)/스트레스 감내성(77)/신뢰성(77)/책임과 진취성(75)/협조(75),진취형(Enterprising)(76)/탐구형(Investigative)(54),애국(100)/이타(99)/지적 추구(99)/다양성(97)/타인에 대한 영향(97),"컴퓨터 업무(92)/인사 업무(91)/행정, 관리 업무(91)/정보의 의미 해석(87)/정보 작성, 기록(86)","인사 업무(92)/행정, 관리 업무(90)/부하 직원들에게 업무 안내, 지시, 동기부여(87)/컴퓨터 업무(86)/자원 관리(84)"
K000001171,경영·사무·금융·보험직,전문서비스 관리자,유치원 원장 및 원감,"사립 또는 공립 유치원에서 교육, 행정 및 기타 운영활동을 기획·관리한다.","유치원의 원감이 되려면 유치원 정교사 1급 자격증과 3년 이상의 교육경력이 있는자가 시도교육청의 교육연수를 받고 자격증을 취득해야 한다. 유치원1급 정교사 자격증은 유아교육학과를 졸업하면서 유치원2급정교사 자격증을 취득하고 3년 이상의 교육경력이 있어야 한다. 유치원 원장이 되는 가장 일반적인 방법은 유치원의 원감자격증을 취득하고 3년 이상의 교육경력과 소정의 재교육을 받는 것이다.  또한, 전문대학졸업자 이상의 학력 소지자가 5급 이상의 공무원으로 5년 이상의 교육 혹은 교육행정 경력이 있거나 장학관 또는 교육연구관으로 5년 이상의 교육 혹은 교육행정경력이 있어도 유치원 원장이 될 수 있다. ","조사년도:2023년, 임금 하위(25%) 3600만원, 평균(50%) 4350만원, 상위(25%) 4500만원",75.8,증가(0%) 현상유지(13%) 감소(87%),유치원 원장 및 원감,재정 관리(99)/조직체계의 분석 및 평가(98)/인적자원 관리(98)/가르치기(98)/학습전략(97),경영 및 행정(86)/사무(72)/인사(71)/상담(68)/경제와 회계(68),"건강 및 안전에 대한 책임(98)/결과에 대한 책임(97)/외부 고객 대하기(94)/연설, 발표, 회의하기(92)/다른 사람과의 상호작용(89)",리더십(79)/정직성(68)/사회성(65)/책임과 진취성(62)/성취/노력(61),사회형(Social)(65)/탐구형(Investigative)(55),고용안정(89)/이타(88)/심신의 안녕(86)/타인에 대한 영향(86)/지적 추구(81),"인사 업무(100)/부하 직원들에게 업무 안내, 지시, 동기부여(100)/자원 관리(100)/사람들에게 조언, 상담(99)/사람들의 능력 개발, 지도(99)","인사 업무(100)/자원 관리(100)/사람들에게 조언, 상담(99)/부하 직원들에게 업무 안내, 지시, 동기부여(99)/업무 계획, 우선순위 결정(99)"
K000001190,경영·사무·금융·보험직,전문서비스 관리자,연구관리자,"인문과학, 사회과학, 생명과학, 자연과학 및 공학 분야의 연구 활동을 기획, 지휘, 조정한다.",연구관리자가 되기 위해서는 일반적으로 각 분야의 연구자로 근무해야 한다. 보통 박사 혹은 석사 이상의 학력이 필요하며 해당 분야에서 오랜 연구 경험과 실적 그리고 사람들과 자원 혹은 일정을 관리하는 능력이 필요하다.,"조사년도:2023년, 임금 하위(25%) 6000만원, 평균(50%) 8000만원, 상위(25%) 10000만원",72.6,증가(25%) 현상유지(35%) 감소(38%),연구관리자,조직체계의 분석 및 평가(100)/재정 관리(99)/인적자원 관리(99)/판단과 의사결정(98)/범주화(98),경제와 회계(83)/영어(82)/경영 및 행정(80)/사무(77)/산수와 수학(75),재택근무(96)/이미지/평판/재정에 미치는 강도(89)/의사결정 권한(89)/결과에 대한 책임(89)/이메일 이용하기(87),분석적 사고(72)/리더십(70)/자기통제(68)/독립성(67)/인내(66),진취형(Enterprising)(58)/탐구형(Investigative)(48),자율(99)/신체활동(97)/경제적 보상(96)/고용안정(92)/지적 추구(92),"정보, 자료 분석(95)/사물, 행동, 사건 파악(94)/절차, 자료, 주변환경 관찰(92)/업무 계획, 우선순위 결정(89)/의사 결정, 문제점 해결(88)","절차, 자료, 주변환경 관찰(98)/업무 계획, 우선순위 결정(97)/정보, 자료 분석(96)/의사 결정, 문제점 해결(95)/사물, 행동, 사건 파악(94)"
K000000950,경영·사무·금융·보험직,미용·여행·숙박·음식·경비·청소 관리자,음식서비스관리자,"식음업장의 운영과 영업을 총괄 관리하고, 종업원들의 활동을 관리·감독한다.","레스토랑지배인은 레스토랑에서 웨이터 및 웨이트리스로 근무경력을 쌓아 되는 경우가 많다. 지배인이 되기 전에는 웨이터 및 웨이트리스로 입직을 하게 되는데, 웨이터 및 웨이트리스는 호텔이나 대규모 레스토랑, 패밀리레스토랑 등의 경우 전문대졸 이상으로 학력이 요구된다. 대학에서 호텔 및 관광관련 학과를 졸업하면 호텔이나 고급레스토랑에서 일할 수 있다. 외국인을 접대해야 하는 경우가 많으므로 외국어 구사능력을 갖추어야 하며, 레스토랑 내에서 함께 일하는 사람들을 잘 이끌고 조율할 수 있는 능력이 필요하다.","조사년도:2023년, 임금 하위(25%) 3500만원, 평균(50%) 4000만원, 상위(25%) 4800만원",67.9,증가(15%) 현상유지(54%) 감소(29%),음식서비스관리자,유연성 및 균형(100)/물적자원 관리(100)/인적자원 관리(100)/조직체계의 분석 및 평가(100)/반응시간과 속도(99),식품생산(92)/인사(91)/영업과 마케팅(90)/경제와 회계(87)/경영 및 행정(85),갈등 상황(93)/주말 및 공휴일 근무(92)/의사결정 권한(92)/이미지/평판/재정에 미치는 강도(88)/의사결정 가능성(88),리더십(77)/사회성(71)/타인에 대한 배려(67)/혁신(65)/협조(60),진취형(Enterprising)(50)/사회형(Social)(35),성취(93)/이타(93)/다양성(88)/타인에 대한 영향(79)/자율(78),"업무상 사람들을 직접 응대(98)/사람들에게 영향력 행사(96)/자원 관리(93)/협상, 갈등 해결(92)/부하 직원들에게 업무 안내, 지시, 동기부여(90)","업무상 사람들을 직접 응대(95)/자원 관리(93)/부하 직원들에게 업무 안내, 지시, 동기부여(90)/사람들에게 영향력 행사(88)/협상, 갈등 해결(87)"
K000000989,경영·사무·금융·보험직,미용·여행·숙박·음식·경비·청소 관리자,환경∙청소∙경비 관련 관리자,"경비서비스나 아파트 관리, 주택시설 청소, 폐기물 처리 및 수질 환경 관리업체의 운영을 기획· 지휘 및 관리한다.","부서관리자는 부서의 성격에 따른 해당 분야 대학졸업 이상의 학력과 실무자로서의 충분한 업무경력이 요구된다. 환경·청소 및 경비관련관리자는 입사 후 경험과 기술을 습득하고 승진을 하거나, 환경, 청소, 경비 관련 업체를 운영하면서 관리자의 역할을 하는 경우가 많다.","조사년도:2023년, 임금 하위(25%) 3000만원, 평균(50%) 3800만원, 상위(25%) 6000만원",61.6,증가(13%) 현상유지(48%) 감소(39%),환경∙청소∙경비 관련 관리자,서비스 지향(89)/조직체계의 분석 및 평가(88)/물적자원 관리(86)/인적자원 관리(86)/신체적 강인성(81),경영 및 행정(79)/인사(78)/고객서비스(74)/사무(72)/경제와 회계(69),매우 춥거나 더운 기온(91)/극단적으로 밝거나 부적절한 조명(89)/걷거나 뛰기(89)/실외 근무(85)/움직이는 기계(83),리더십(79)/사회성(65)/책임과 진취성(62)/정직성(57)/성취/노력(57),진취형(Enterprising)(24)/사회형(Social)(15),이타(79)/신체활동(37)/성취(33)/타인에 대한 영향(25)/애국(23),"사람들의 업무와 활동을 조직, 편성(99)/부하 직원들에게 업무 안내, 지시, 동기부여(99)/협상, 갈등 해결(98)/인사 업무(98)/자원 관리(96)","인사 업무(98)/협상, 갈등 해결(96)/부하 직원들에게 업무 안내, 지시, 동기부여(96)/사람들의 업무와 활동을 조직, 편성(95)/행정, 관리 업무(94)"
K000000991,경영·사무·금융·보험직,미용·여행·숙박·음식·경비·청소 관리자,여행·호텔관리자,"여행 및 호텔 관련 사업체나 부서의 운영을 기획, 조정하고 소속 직원들을 지휘, 관리한다.","여행호텔관리자가 되기 위해서는 여행 관련 분야의 업무경험을 갖고 있거나 국내외 여행 경험이 많은 것이 유리하다. 여행 관련 업무를 비롯해 여행지역에 대한 교통이나 지리, 숙박, 문화 등에 대한 정보를 잘 알고 있어야 하며, 여행안내, 여행상품개발, 여행상품기획 등의 업무를 하다가 관리자로 성장하는 경우가 많다. 또한 대학에서 관광(경영학)과, 국제관광(학)과, 호텔경영(학)과 등의 관광 관련 학과를 졸업하면 관광학의 기초이론을 비롯해 여행업, 호텔경영 등 관광산업과 관련된 전반적인 분야를 배울 수 있으며, 이를 실무에 적용할 수 있다. 호텔관리자가 되기 위해서는 호텔에서 오랫동안 근무해 오면서 경력이 축적되어야 한다. 직원들을 관리하고 지시하려면 호텔내에서 이루어지는 일들에 대해서 잘 알고 있어야 한다. 호텔에 입사해 여러가지 업무를 수행하여 다양한 경험을 쌓는게 일반적이다. 외국어 능력도 갖추고 있는 것이 중요하다.","조사년도:2023년, 임금 하위(25%) 4575만원, 평균(50%) 6400만원, 상위(25%) 8000만원",68.9,증가(23%) 현상유지(40%) 감소(37%),여행·호텔관리자,서비스 지향(95)/인적자원 관리(95)/물적자원 관리(89)/행동조정(88)/협상(87),인사(91)/영업과 마케팅(89)/고객서비스(88)/경영 및 행정(86)/경제와 회계(84),주말 및 공휴일 근무(95)/건강 및 안전에 대한 책임(95)/치열한 경쟁(94)/다른 사람들을 조율하거나 이끌기(90)/자동화 정도(90),리더십(79)/혁신(74)/성취/노력(69)/사회성(69)/협조(66),사회형(Social)(99)/진취형(Enterprising)(97),성취(87)/이타(87)/다양성(85)/심신의 안녕(76)/자율(73),"인사 업무(99)/자원 관리(99)/업무, 활동에 대한 일정관리(90)/부하 직원들에게 업무 안내, 지시, 동기부여(86)/사람들을 훈련, 교육(83)","자원 관리(99)/인사 업무(99)/부하 직원들에게 업무 안내, 지시, 동기부여(92)/업무, 활동에 대한 일정관리(92)/업무 계획, 우선순위 결정(85)"
